"SEQN","self_eval","teacher_eval","extracurricular","district","SRP_1","SRP_2","SRP_3","SRP_4","SRP_5","SRP_6","SRP_7","SRP_8","SRP_9","SRP_10","SRP_11","SRP_12","SRP_13","SRP_14","SRP_15","SRP_16","SRP_17","SRP_18","SRP_19","SRP_20","SRP_21","SRP_22","SRP_23","SRP_24","SRP_25","SRP_26","SRP_27","SRP_28","SRP_29","SRP_30","SRP_31","SRP_32","SRP_33","SRP_34","SRP_35","SRP_36","SRP_37","SRP_38","SRP_39","SRP_40","SRP_41","SRP_42","SRP_43","SRP_44","SRP_45","SRP_46","SRP_47","SRP_48","SRP_49","SRP_50","y"
114522,1,1,7,5,-1.326,-1.092,-0.885,1.017,-0.094,1.18,-0.363,-1.229,1.373,-0.654,0.154,2.329,0.373,-0.1,0.853,-1.486,-1.32,-2.557,-0.004,1.32,-1.642,-0.411,-0.311,1.694,-1.859,-0.103,0.035,-0.212,-0.08,0.514,-0.699,1.941,1.758,-1.658,-0.399,1.196,-0.014,-0.281,1.355,0.374,0.828,0.038,-0.535,1.507,0.374,0.817,-0.866,-0.489,1.051,-0.596,1.429
509197,3,2,7,1,-0.328,-0.926,0.267,0.975,0.985,-0.342,-0.659,1.993,-1.612,-0.258,-0.642,0.325,0.987,-0.129,0.872,-0.64,0.503,-1.32,1.035,0.594,-0.893,-1.642,0.26,-0.362,-0.14,0.786,0.347,0.704,-0.981,0.054,-0.143,0.17,-0.4,-0.465,0.368,-0.499,-1.636,-0.036,-1.444,1.289,0.84,0.925,-1.395,-0.711,-1.551,0.392,0.268,-0.399,1.343,0.653,-0.945
618450,1,1,9,4,-0.502,-0.12,-0.486,0.314,0.983,1.795,0.178,-1.714,0.089,-0.296,-1.945,0.731,-0.939,-0.013,0.537,1.176,0.514,1.158,-0.297,0.302,-0.612,1.319,-1.024,0.833,-0.091,-1.487,-1.968,-0.686,0.519,0.82,0.853,0.76,-0.769,-0.662,0.426,1.663,-0.852,-0.74,0.34,0.233,0.491,-0.436,0.886,0.534,1.061,-1.365,-1.26,-0.839,0.459,-1.648,0.82
541968,1,1,2,2,0.488,0.062,0.114,1.199,-1.775,-0.555,0.275,1.655,0.676,-0.936,-0.056,-1.205,0.682,1.073,-2.01,0.701,-0.336,-0.045,0.261,-0.155,-1.347,-0.668,1.248,-1.105,0.509,0.48,-1.115,0.058,1.314,-0.936,0.071,-0.997,-0.392,0.184,0.149,-0.806,0.095,0.061,1.153,-1.336,-0.237,-0.66,0.312,-1.306,0.986,1.087,1.115,0.686,-0.565,-1.246,-0.641
630162,2,1,8,7,0.119,-1.063,1.771,0.037,-2.049,0.628,1.538,-2.134,0.355,-0.846,-1.663,1.497,0.362,-0.093,-0.752,-0.365,0.245,-2.193,-0.266,0.271,0.49,0.647,-0.869,1.172,2.258,1.639,1.339,-1.572,-0.55,-0.42,0.291,0.833,-0.831,-1.693,-0.17,0.849,1.756,0.496,-0.145,-1.547,-2.389,0.558,-0.703,-0.062,1.351,1.061,-0.701,-1.903,-1.139,-0.948,-0.116
363666,1,1,7,3,-0.617,-1.28,-1.569,-0.976,-0.227,-0.392,1.391,-0.912,-0.063,-1.602,0.608,-0.013,-0.344,-1.355,0.146,-0.315,1.867,1.116,-0.747,0.429,1.55,0.726,-0.867,-1.632,-1.028,0.508,-1.162,0.067,0.021,-1.32,0.953,1.17,-0.727,-1.164,-1.237,0.656,-1.044,0.231,0.108,-0.622,1.089,0.407,-0.71,-0.436,1.272,-0.768,0.392,1.71,-0.016,-0.569,0.508
144251,2,3,5,6,-1.328,0.242,-0.603,-1.682,1.722,-0.067,1.788,-0.192,-1.577,-1.32,-2.152,2.259,0.117,0.549,-1.3,-1.494,1.652,-1.962,1.354,-0.679,-0.878,-0.88,1.569,-1.714,-1.19,-0.609,-2.133,-0.069,-0.174,-0.623,0.203,0.248,0.401,0.326,-0.771,2.294,-0.344,-0.695,-0.143,-0.034,0.666,-0.894,-0.813,-1.404,-0.31,-1.911,-0.339,-0.784,0.669,-0.199,-1.292
856333,5,4,9,2,-0.359,-1.085,-0.037,0.388,-0.143,-1.49,-0.54,0.594,-1.416,-0.164,-2.568,0.178,0.775,-0.602,-0.648,0.659,0.436,1.006,-0.437,-0.261,0.04,-0.182,0.738,-0.852,1.235,0.428,-1.315,0.184,0.609,-0.242,0.269,-0.186,-0.129,-0.92,-0.528,-1.076,1.124,0.612,-0.404,-1.559,0.113,1.308,0.501,0.001,1.333,-0.357,-0.902,-0.453,0.64,-0.031,2.352
193826,1,1,5,6,0.403,0.767,-0.112,0.921,0.318,0.14,0.601,-0.811,0.054,1.144,1.002,0.151,-0.798,-1.785,-0.439,-0.919,-0.36,0.76,-0.044,0.101,0.846,-0.305,1.184,1.36,0.761,-0.379,1.087,0.119,1.14,0.347,-0.554,-0.499,-0.356,-0.789,-0.864,-1.145,-0.352,0.188,0.211,-0.401,-1.042,-0.221,-1.294,-1.37,0.437,0.898,-0.176,1.318,-0.169,-0.858,0.601
922560,1,1,2,6,0.697,-0.8,1.084,0.551,-0.35,0.31,-1.674,-0.21,1.706,-0.063,0.187,-0.182,-0.418,-1.711,-0.793,0.089,0.228,2.07,0.09,-0.448,-0.629,1.563,1.838,-0.306,-0.228,0.21,0.719,-0.546,1.116,-0.526,-0.503,-1.167,0.67,-0.429,0.768,0.415,-0.484,-1.613,0.916,1.396,-0.198,0.416,0.706,-0.853,-1.126,-0.217,1.479,-1.233,-0.143,-0.744,0.32
555178,3,3,2,1,-0.099,1.718,0.848,0.099,1.606,0.931,0.372,0.918,-1.321,-1.141,-1.2,0.189,0.833,-0.054,-0.582,2.647,1.014,1.837,-0.536,0.386,-1.555,0.252,-0.066,0.779,-1.472,1.019,0.126,2.315,0.992,-0.837,0.311,-0.53,-0.174,-0.375,-1.205,-1.33,0.743,-1.412,0.262,1.178,1.099,0.512,1.462,-1.898,-0.573,0.418,-0.26,-1.918,-1.914,0.432,0.855
659809,3,2,3,3,-0.239,0.38,1.037,-1.214,0.573,0.059,0.069,-1.542,-0.181,-2.321,-0.316,-0.21,0.692,0.308,0.967,-0.99,-1.789,-0.214,-2.464,-0.045,0.398,-0.058,0.245,-0.041,-2.09,-0.622,-1.435,0.233,-1.76,-0.19,0.533,-1.623,-1.061,-0.203,0.593,0.04,0.045,0.665,0.29,1.225,-0.598,-0.454,1.881,0.207,-0.077,-0.105,0.829,0.475,0.667,0.386,-1.47
563182,1,1,9,5,-0.207,0.33,-0.818,0.309,0.916,1.349,2.245,0.562,2.216,-1.396,-0.693,0.294,-3.187,0.633,-1.245,0.547,-0.07,0.276,-1.802,-0.82,-0.066,0.614,0.913,-0.195,2.035,-0.589,1.576,0.986,-2.542,-0.055,2.337,1.036,-0.463,2.77,0.902,-1.727,0.822,-0.603,0.563,-1.146,0.74,-0.286,-0.706,0.164,0.381,0.134,-1.763,-1.293,-0.881,-0.384,1.817
941616,4,3,6,6,-0.558,-1.298,1.276,-0.5,1.374,1.259,-0.23,-0.736,0.716,-0.383,-0.357,-2.729,1.154,-0.253,0.438,-1.064,0.007,0.465,0.016,0.313,0.772,0.884,-0.147,-0.156,0.096,0.161,-0.615,-0.887,-0.593,-0.368,-1.331,-0.663,1.387,0.865,-0.149,0.757,0.024,0.191,-0.674,1.671,-0.662,-2.246,-0.25,-1.495,1.535,1.11,0.89,-0.577,-0.292,-0.562,1.04
858812,5,5,9,6,-1.024,-0.67,0.453,0.65,-0.099,-0.004,-0.289,-1.534,0.55,0.682,-0.541,0.006,0.419,1,-0.258,-1.312,1.497,0.921,-0.192,1.73,0.319,-0.635,1.551,0.296,1.187,-0.76,0.268,1.114,0.665,0.995,2.781,0.472,-0.195,1.681,-2.098,0.596,-0.115,-0.351,-1.159,-0.186,-0.48,-1.168,-0.137,-1.351,-0.572,1.657,1.163,-0.105,0.773,1.283,3.213
137912,5,5,9,6,0.541,0.836,0.619,-0.428,1.644,0.62,-0.885,0.723,-1.484,-0.394,-1.758,0.479,1.297,-1.771,-0.677,0.814,-1.363,0.622,-0.235,0.529,-0.744,-0.733,-0.776,0.011,-0.765,1.665,-0.236,0.394,-0.097,0.58,-0.256,0.355,1.352,-0.252,-0.855,-2.224,-0.386,0.97,-1.056,-1.22,-0.769,-1.757,1.425,1.54,0.141,1.426,-0.074,1.045,2.874,-0.807,2.616
934728,2,2,10,3,-1.4,-0.317,-0.033,-0.1,0.526,0.228,0.521,-0.15,0.182,-0.798,0.031,-1.09,-0.384,-0.982,-0.949,0.257,-0.36,1.164,-0.177,-0.174,0.154,-0.563,0.361,-0.729,0.427,0.37,0.362,-0.775,0.166,-0.096,0.722,-0.204,0.084,-0.357,0.346,0.258,0.962,0.901,0.356,0.305,0.648,-1.431,-1.481,-0.352,2.183,0.717,0.457,-0.98,0.26,0.357,0.765
693288,2,3,10,1,-0.347,-0.327,0.413,0.831,0.76,0.099,0.002,-0.071,0.928,-0.043,-0.098,-1.179,0.567,0.423,-0.231,-1.139,-1.83,0.933,-0.879,1.404,-0.045,0.771,0.819,-1.175,-0.141,-0.422,-0.171,-0.3,-1.232,-0.035,-1.865,-0.09,-0.208,-0.649,0.47,-1.136,-0.924,0.01,-0.491,0.65,-0.203,1.521,0.955,0.344,-0.339,-1.603,0.743,1.484,-0.653,1.842,0.984
878045,1,2,3,6,-0.655,-0.75,-0.514,0.892,-2.539,-0.305,-0.018,2.069,-1.249,2.254,-0.89,-1.92,0.223,-1.342,-0.203,0.768,0.529,1.06,1.014,-1.034,-1.305,-1.344,-1.029,0.488,1.856,-0.055,-0.581,-0.551,-0.057,0.022,-0.079,-0.162,0.297,-0.736,-1.365,-1.014,0.644,0.006,-0.021,-0.229,1.053,0.371,1.085,-1.335,3.273,0.329,2.683,-1.088,0.297,0.725,0.024
226066,1,1,8,2,-0.571,0.101,0.327,-1.944,-2.103,-0.762,0.051,-0.308,-0.313,2.638,0.434,-0.141,-0.145,-0.398,-0.602,-0.476,-0.233,0.982,2.132,-0.125,-0.884,0.519,1.257,-0.174,0.279,-0.106,-1.009,0.392,-0.005,-0.097,0.161,-0.166,0.48,-0.423,1.814,0.635,-0.499,1.42,-0.05,-1.953,-1.514,-0.617,0.113,0.368,-1.236,-0.731,-0.271,0.457,-1.094,0.331,-0.613
76574,5,5,3,5,-1.017,-3.458,-1.388,-1.437,-2.172,-1.214,1.11,0.053,0.161,0.189,-0.937,-0.219,-0.06,0.935,-1.466,0.857,-0.116,-0.624,0.405,-0.326,-0.717,-1.778,0.344,-1.823,1.965,-0.593,1.675,-1.934,-0.17,-0.728,-0.661,-0.371,1.178,1.165,-0.475,-0.646,-1.164,-0.945,0.011,0.864,0.685,0.408,0.94,0.263,0.127,1.349,-1.863,1.115,0.776,0.416,-2.462
539560,5,4,4,5,-0.127,0.291,-0.128,0.675,0.645,-1.646,0.356,0.276,-1.279,-0.934,-0.459,-0.764,-0.769,0.688,1.424,0.392,-0.352,2.036,-1.898,-0.236,-0.733,0.447,-0.109,0.107,-1.35,-1.703,-1.31,1.486,-0.55,0.05,-0.931,-0.512,-0.348,-1.828,-0.432,-0.977,-0.312,-0.17,2.287,-0.079,-0.029,0.625,-0.184,1.935,-1.349,-1.753,-0.846,0.739,-0.568,-1.715,-3
986826,3,4,8,4,1.109,0.728,1.038,1.052,0.691,0.276,-0.551,0.123,0.669,1.488,-0.194,0.327,1.788,-0.761,0.676,0.867,0.586,0.881,0.894,0.737,-0.313,0.482,-1.319,-0.691,0.235,-0.119,-1.043,0.7,-0.012,-0.441,0.201,-0.684,-0.048,-1.951,-1.321,0.248,-1.015,-1.131,0.458,0.979,-1.212,0.285,0.259,-0.55,-1.755,0.344,1.052,1.473,-1.129,-0.159,2.54
20685,3,3,8,2,-0.772,-1.283,2.08,-0.105,-0.518,0.886,-0.296,0.445,-1.299,-0.712,-0.226,-0.516,-0.042,1.085,0.007,0.842,-0.252,-1.186,-0.192,-0.8,-1.819,0.706,-0.015,1.152,-0.257,-0.197,-0.498,-0.343,-0.537,0.216,0.877,-1.029,0.685,-2.135,1.782,-1.12,-0.373,0.614,1.819,-0.875,0.221,-0.339,0.885,-0.485,0.612,-0.593,-0.142,1.12,0.347,-1.366,1.762
664375,3,1,9,4,-1.226,-0.657,0.174,0.414,-0.051,-1.219,0.832,1.507,1.314,-0.098,1.428,0.175,0.396,1.313,-0.905,-0.685,0.226,-1.729,0.552,-0.348,-0.265,0.464,0.53,1.655,0.08,0.636,-0.699,-1.496,-0.943,-0.515,0.913,-0.266,-0.503,0.481,-1.049,-1.004,-0.685,-0.175,0.196,1.849,2.401,1.647,0.626,0.404,1.456,-1.302,-0.454,0.728,0.338,0.033,2.339
177633,4,3,6,4,-2.378,-1.186,-0.127,-0.17,-0.344,0.656,0.771,1.355,0.317,0.357,1.235,0.611,-1.449,-1.031,0.709,-0.137,-0.086,-1.039,-0.037,0.586,-0.37,-0.748,0.107,0.229,-0.625,-0.599,1.607,-1.817,0.516,-1.59,-0.008,0.392,0.175,2.369,0.198,0.501,0.779,1.336,0.228,0.738,-1.398,0.009,-0.396,0.549,-0.977,-0.51,1.311,0.167,1.08,-1.645,1.538
654317,4,3,10,2,0.604,0.86,1.6,0.195,-0.585,1.45,0.412,0.718,2.869,0.744,0.898,-0.393,0.469,0.617,1.438,2.124,0.042,-0.268,-0.83,-1.913,-0.222,1.743,-0.78,1.208,-0.611,-2.302,-1.146,0.74,-0.283,-0.328,-0.469,-0.193,1.573,1.217,0.031,1.364,1.063,-0.66,-0.838,-0.659,0.274,-1.077,-0.238,-0.72,0.257,0.386,0.973,-0.694,1.485,-2.044,4.041
577752,4,4,9,4,0.629,0.432,-1.101,0.188,0.534,0.598,0.302,0.124,-0.022,1.714,0.259,-0.769,0.67,-0.202,1.19,0.003,-0.259,0.99,1.859,1.711,0.677,-0.443,1.936,1.118,1.064,-1.94,-2.335,0.725,-2.086,-0.342,1.182,-1.013,-0.263,1.344,-0.298,0.217,0.377,0.75,-0.241,0.355,0.267,1.752,1.696,1.229,0.637,0.873,-1.079,1.122,0.988,0.504,4.558
808257,5,3,1,6,-0.848,-0.355,-0.275,0.062,0.055,1.209,-0.93,-0.727,-0.601,-0.569,0.65,-1.006,1.154,-0.27,-0.89,-0.381,0.408,0.366,-2.026,2.504,-0.693,0.762,0.861,1.617,1.247,-0.801,1.133,-0.662,-0.68,-1.058,-0.85,0.458,0.469,-0.725,-0.465,-0.646,1.754,0.46,-0.809,-0.55,-1.948,-1.421,-0.417,-0.346,1.914,-1.89,-0.736,-0.136,-0.098,1.375,1.192
771714,5,5,9,2,-0.19,-0.186,-0.464,1.395,0.465,0.285,0.402,-1.73,0.073,0.104,0.254,-0.521,0.99,0.314,-0.346,-0.262,-0.08,1.435,-1.896,-0.508,0.499,-1.036,1.762,-1.427,0.822,1.407,0.093,1.696,0.266,1.214,2.076,-0.944,0.175,0.52,-0.052,0.634,-1.504,-1.183,-1.433,0.149,-0.174,-1.304,0.502,-2.154,1.704,-0.51,0.305,0.625,-0.939,-0.871,2.734
116199,2,1,10,6,-0.975,0.401,0.702,-0.353,0.464,1.334,-0.901,1.062,-2.335,1.038,1.568,0.386,1.507,0.002,-0.005,-1.946,-1.223,0.082,0.827,-0.741,-1.923,1.436,0.026,1.201,0.827,-1.212,-0.501,-0.149,0.754,1.083,-0.09,-0.359,0.042,-0.456,-0.963,-0.119,-0.616,-2.921,0.222,0.06,-1.015,0.137,-0.143,0.443,-0.415,-0.491,0.747,1.859,0.864,0.218,0.928
186107,1,1,6,5,-0.579,1.346,-0.857,0.542,0.467,2.588,0.328,-0.938,-0.236,-0.879,-0.486,1.019,-0.393,-0.708,-0.123,0.617,-0.603,-1.591,0.126,-0.979,-1.272,-0.027,0.104,-0.401,0.498,-0.593,-0.96,-0.861,1.159,-0.487,0.701,-0.955,-0.982,-1.014,1.363,-0.56,-0.981,0.95,1.72,-0.048,-0.173,0.39,-0.029,0.325,-0.491,1.811,0.635,-0.167,3.149,0.599,1.778
126855,2,1,7,6,-0.897,-0.178,1.634,0.357,-0.886,-0.65,-0.011,-0.688,1.832,1.599,-0.825,-2.139,0.423,-1.837,-0.218,-1.064,0.948,-1.598,1.545,1.077,-0.877,-0.757,1.539,1.042,-0.53,-0.802,-1.343,1.545,0.1,1.384,0.511,1.286,-1.339,0.792,-0.192,1.514,0.992,0.096,-1.379,1.012,-0.048,0.601,1.433,1.34,-0.279,0.371,0.443,-1.317,-1.725,-0.19,2.947
480564,1,1,3,4,0.866,-1.353,-0.208,0.525,0.261,1.332,-0.633,0.232,-0.8,-0.995,0.254,-0.122,0.969,-0.873,0.337,1.337,0.416,-0.356,0.891,1.895,-0.785,-0.667,-0.514,-1.178,-0.11,0.046,-1.032,0.303,-0.401,-0.498,-0.264,-0.024,-0.825,-0.732,-1.355,-0.605,-0.5,-0.473,0.463,0.543,-0.619,-0.087,-0.527,0.247,-0.725,-0.144,-0.386,0.311,-0.561,0.105,-0.941
178795,2,1,4,6,1.417,-0.513,-1.36,-0.032,0.53,1.177,0.713,0.772,-0.688,0.461,-0.158,1.896,1.167,-0.451,-0.6,0.489,0.539,-0.009,0.571,-1.075,-0.004,-0.073,0.751,0.526,-0.954,-1.439,-0.328,1.012,1.307,0.15,2.385,1.036,-0.486,0.576,-0.784,-1.254,-0.094,1.108,-1.612,1.278,1.419,2.846,0.206,0.314,-0.695,-1.364,0,0.356,-0.096,-0.079,3.388
297488,1,1,1,3,-0.709,-1.371,-0.319,1.512,0.199,-0.958,0.481,0.369,-0.041,0.26,-0.35,-1.047,-0.008,0.35,-0.981,0,1.455,-0.389,-0.351,0.654,-1.179,-0.495,-0.663,0.878,0.051,-0.788,-0.331,-1.887,-1.465,-0.81,-1.095,-0.47,2.01,0.778,0.283,0.361,-0.139,-1.393,0.788,-0.523,-0.023,-0.738,-0.965,-0.289,0.405,-0.183,-0.71,-1.758,-1.275,-0.017,-0.067
398339,5,5,8,4,0.796,1.059,-0.154,-0.429,0.424,0.137,0.202,1.874,-0.252,0.892,-1.663,0.868,0.251,0.356,-0.053,-0.363,0.193,-1.552,0.748,-1.484,1.471,-0.668,-0.725,-2.073,-1.1,0.55,-0.475,-1.47,0.266,0.73,-2.499,0.63,-0.083,0.215,-0.241,-0.288,2.025,0.113,0.614,0.283,-1.265,-0.703,-0.607,-0.596,-0.071,-0.439,-0.301,1.418,0.353,0.468,1.69
682105,2,3,6,5,-0.026,0.4,-0.456,0.513,0.371,-0.836,1.588,-1.056,-0.054,0.09,0.902,1.314,-1.31,-0.868,-0.858,-0.067,-0.675,1.666,-1.12,-1.376,-0.158,0.75,-0.354,0.42,0.463,0.212,1.508,-0.485,1.331,1.026,1.499,-0.246,1.202,-0.179,-0.419,-0.444,0.186,-0.095,0.39,0.668,0.161,2.974,0.887,-2.318,1.143,-1.252,1.195,-0.054,0.314,-1.251,1.055
100745,5,4,7,6,-1.283,-0.933,-1.131,2.339,-1.203,-0.974,-0.897,-1.047,-0.427,1.211,0.072,0.269,-1.106,-2.265,0.282,0.584,1.283,-0.35,0.213,-0.009,-0.274,0.516,0.012,0.882,-0.69,-0.809,-1.104,-0.445,1.099,0.935,0.972,1.46,-0.259,-0.634,0.425,2.746,1.615,-0.249,-1.072,0.794,-0.791,-0.877,-0.581,-0.823,-0.396,0.125,1.115,-1.491,-0.207,0.604,3.227
275210,2,1,4,7,0.253,-1.031,-0.79,0.394,-1.773,-0.631,0.619,1.077,0.085,0.089,0.452,1.119,0.8,-0.121,-0.471,-0.707,-1.144,1.784,0.795,-0.213,0.572,1.078,0.783,-1.811,-1.488,1.171,1.036,-0.226,0.504,0.405,0.494,-0.365,0.3,1.808,-0.281,0.98,-0.511,-0.416,-0.618,-1.538,0.673,1.178,0.928,0.188,-0.077,0.746,-1.915,1.761,-0.091,-0.816,1.001
119391,1,1,2,1,-2.073,-0.878,-0.836,0.49,-0.636,-0.038,0.016,1.499,0.065,0.431,0.321,0.982,1.832,0.371,-1.389,0.343,-0.255,1.318,-0.437,0.288,-1.3,-1.989,-1.218,0.225,-0.228,-0.247,-0.661,-1.142,-0.832,0.944,-0.819,1.485,-1.295,-0.465,1.304,0.83,0.088,0.046,1.06,1.189,1.087,1.838,1.479,0.286,0.376,-0.788,-0.55,-0.609,-1.603,0.904,1.542
382740,4,3,10,2,-0.162,0.25,2.069,0.527,-1.145,-0.418,-2.02,0.015,1.185,1.589,-1.024,1.345,1.211,0.223,1.103,1.044,1.884,-0.361,-1.762,1.256,0.689,-1.853,1.899,0.461,-0.96,0.506,1.547,1.855,1.515,-0.78,-0.011,-0.576,0.52,0.098,-0.321,-0.507,0.019,0.435,1.32,0.001,0.122,-0.376,-0.353,1.265,-0.695,1.1,-0.251,-0.218,1.292,-1.885,3.855
848249,4,2,6,1,0.355,-0.333,0.993,0.852,-0.934,-1.207,0.835,-0.927,0.739,-1.437,0.031,-0.242,1.3,1.693,1.164,-0.585,0.304,-0.932,-0.248,-1.091,0.644,-1.149,0.331,0.159,2.722,-1.34,-0.764,-0.904,0.462,1.769,1.929,0.67,-0.36,-0.652,-0.681,-0.174,2.121,0.27,-0.643,0.877,-0.048,1.644,-0.141,-0.169,0.932,-0.453,-0.124,-0.75,-1.818,-0.383,0.151
588663,1,2,5,2,-0.431,-1.589,2.209,-0.22,0.284,0.034,-0.579,0.864,-2.327,0.58,-1.75,-0.9,-0.685,1.034,1.034,-0.014,1.028,-0.607,-1.423,-0.42,0.604,0.021,-0.526,-0.015,-0.758,-1.143,0.801,-0.65,-1.95,1.084,0.214,-0.663,1.184,0.204,0.24,1.395,1.517,1.304,-1.426,0.659,-0.144,-0.498,-1.506,0.074,-1.395,1.908,0.249,1.376,-2.638,-1.699,-0.858
354359,5,5,6,3,-0.478,-0.308,1.785,-1.124,-0.961,0.082,0.737,2.151,0.663,1.995,-0.571,-0.308,0.216,0.718,1.115,0.066,-0.242,0.398,1.363,-2.273,-0.948,0.307,0.206,-0.306,0.906,0.354,0.053,0.738,-0.574,-0.241,-0.738,1.194,-0.094,1.789,0.216,-3.115,-0.373,0.054,0.742,-0.684,1.085,0.919,-0.9,-1.484,0.153,0.23,-1.118,0.253,0.698,1.388,-0.719
491373,5,2,9,3,-1.228,0.45,-0.693,0.483,0.737,0.197,-1.811,0.49,0.432,3.027,1.381,0.441,-0.665,-1.793,-0.871,-1.002,0.277,-0.901,-0.304,2.03,1.349,1.475,0.275,-1.769,0.697,-1.243,0.406,0.969,0.378,0.384,0.089,1.886,-1.898,0.557,0.51,-0.761,-1.158,0.747,0.332,0.786,-1.238,0.89,0.636,1.295,0.734,-0.19,-1.256,0.078,0.676,-0.274,0.579
932758,5,4,8,6,1.642,0.362,0.321,0.511,0.214,-0.808,0.33,-0.226,-0.622,-1.245,-0.056,1.868,-2.496,-1.476,1.453,1.136,-0.556,-1.014,-0.146,1.438,-1.125,-0.098,0.21,-0.502,-0.606,0.806,-1.116,-1.251,0.085,1.259,-0.417,-0.92,-0.092,1.255,1.005,-0.623,-1.705,0.112,0.012,1.483,-1.169,0.115,1.112,-0.205,-0.601,0.543,0.715,-0.712,2.509,-1.051,1.639
980128,5,5,5,2,0.853,1.035,-0.538,1.085,-0.797,-0.457,-1.416,1.637,0.598,0.112,-0.084,-0.87,1.195,-0.515,0.009,-2.135,-0.209,-0.408,2.628,0.59,1.436,0.519,1.881,-0.182,-0.985,-1.185,-2.293,-0.371,-0.175,-2.767,-1.367,0.506,0.168,1.461,1.11,-1.447,0.953,0.52,0.508,1.847,0.429,-1.011,0.14,0.376,-0.187,2.175,-0.971,-0.781,-0.095,-0.094,2.946
357411,2,1,7,7,0.872,1.379,-1.391,0.379,-1.105,-1.427,-0.945,0.969,-0.379,-0.453,-2.108,-1.658,0.522,0.225,-1.258,-0.218,-0.126,-0.822,-0.22,-0.83,0.226,-0.631,-1.173,-0.287,-0.811,-0.104,0.042,-3.071,0.001,0.542,-1.964,-0.026,0.637,0.519,-1.553,0.75,-0.386,1.696,-1.774,1.71,1.898,-1.149,1.378,0.623,-0.071,-0.042,-0.606,0.103,0.713,-1.493,-1.881
493364,3,4,7,3,0.961,-0.207,-0.694,-2.505,-0.54,0.082,-1.053,-1.407,-1.273,-1.524,0.479,-0.498,-0.289,0.057,-2.566,0.208,-1.235,-0.966,-1.124,0.321,-1.689,-0.571,-1.214,-1.344,-0.149,0.871,-0.197,-0.044,2.08,-1.038,-0.509,-1.182,1.433,-1.049,-0.92,-0.36,0.845,0.353,-2.16,1.048,0.116,-0.458,-0.334,-1.242,0.163,-0.813,0.14,-1.855,-0.168,-1.199,-4.133
277475,1,1,9,1,-0.744,1.065,0.194,0.628,-0.68,-0.571,0.532,0.989,-0.648,-0.57,1.337,0.663,0.349,0.514,-0.696,1.566,0.089,1.013,-0.287,-1.181,3.138,0.931,-0.289,-0.254,0.953,-0.911,-1.579,-1.265,-1.707,1.727,0.584,0.196,-0.418,1.756,-1.613,0.587,-2.285,0.77,-0.282,0.912,0.525,-0.607,-1.281,-0.787,-0.637,0.202,-0.606,-0.871,0.943,0.193,1.938
417734,2,1,9,5,0.041,-0.132,0.653,-0.362,-0.1,0.578,-0.431,0.365,-1.449,-0.252,-1.24,1.557,0.58,-0.2,1.961,0.188,0.829,-1.298,0.617,0.859,0.901,-1.048,-1.4,0.181,0.15,-0.557,-0.429,-1.249,0.213,0.863,1.447,1.182,0.886,-0.97,-0.618,-1.11,0.626,-0.533,0.284,0.056,-0.46,-0.305,0.513,-0.73,-0.978,0.836,-0.323,-0.417,0.359,-1.148,-0.59
625656,5,4,2,2,-0.347,-0.598,-0.688,1.825,-0.818,0.945,-0.306,0.273,0.127,-0.235,-0.019,1.065,-0.145,-0.384,-0.591,-1.563,-0.478,-1.686,1.848,-0.137,-0.507,-0.664,1.176,0.39,0.31,-0.644,0.039,0.384,-0.748,1.195,0.167,-0.133,-0.872,-0.542,0.42,-0.199,0.504,0.504,-0.66,-0.146,-0.852,-0.546,0.917,0.575,0.394,-0.973,1.121,-1.862,2.051,-0.707,1.727
502198,2,2,6,1,1.493,-1.474,0.473,-0.287,-0.036,-1.972,-0.125,-0.522,1.338,1.82,-0.178,-0.23,-0.008,-1.042,0.058,0.527,0.872,1.716,-0.58,-1.473,-0.264,0.922,-1.386,0.407,-0.203,-0.324,-0.514,-0.13,0.544,-0.453,-0.123,-1.023,0.336,-0.198,1.286,0.505,-0.124,-0.479,0.895,-1.539,-0.446,1.062,0.611,0.415,0.275,-0.22,-0.227,-0.563,0.436,1.962,0.584
62276,2,1,9,1,0.712,-1.156,-1.788,-0.182,-0.293,-0.578,0.858,0.747,0.771,-1.09,0.585,-0.649,0.264,-0.121,-1.702,-0.254,0.599,0.04,0.769,-1.643,-0.299,1.296,0.586,-1.044,0.476,0.347,1.471,-1.851,-0.193,-0.656,-1.007,1.149,0.636,-0.301,-1.473,-0.435,-1.704,-1.757,0.486,0.839,1.468,-0.33,0.605,-1.308,0.724,-2,0.234,-0.788,-0.438,-0.982,-0.821
59312,3,4,3,7,0.891,-1.375,0.118,-1.601,-0.327,0.397,0.41,0.484,0.852,0.434,-0.372,0.359,1.21,0.967,-1.295,1.634,-1.321,0.201,0.886,-0.765,1.656,1.833,-1.488,0.269,1.254,-0.839,1.539,1.282,0.702,-0.481,0.295,1.215,0.206,-0.391,-1.989,0.767,-0.862,1.38,0.939,0.781,0.033,-0.386,0.551,0.51,1.281,-0.824,-0.167,0.178,2.798,-0.108,0.641
